Age,C/N,d13C,d15N,TC,Bsi,MS
"7,562.00",9.98,-26.25,1.79,0.88,96,693
"7,582.00",10.21,-26.26,1.79,0.89,97.2,692
"7,602.00",10.17,-26.27,1.78,0.88,99.31,687
"7,622.00",9.63,-26.29,1.78,0.93,101.44,681
"7,642.00",9.17,-26.3,1.78,0.93,103.56,678
"7,662.00",9.12,-26.31,1.77,0.93,105.69,678
"7,682.00",9.11,-26.33,1.77,0.89,107.42,681
"7,702.00",9.13,-26.34,1.77,0.89,104.81,684
"7,722.00",9.17,-26.35,1.77,0.87,101.01,689
"7,742.00",9.21,-26.37,1.76,0.85,97.21,696
"7,762.00",9.25,-26.38,1.76,0.84,93.41,705
"7,782.00",9.29,-26.39,1.76,0.85,89.61,715
"7,802.00",9.3,-26.39,1.76,0.9,85.81,728
"7,822.00",9.22,-26.39,1.76,0.83,82.37,739
"7,842.00",9.12,-26.39,1.76,0.82,82.14,750
"7,862.00",9.02,-26.38,1.76,0.79,82.66,756
"7,882.00",8.92,-26.38,1.76,0.81,83.18,756
"7,902.00",8.91,-26.38,1.76,0.82,83.71,748
"7,922.00",9.15,-26.38,1.76,0.82,84.75,733
"7,942.00",9.11,-26.37,1.76,0.84,86.54,717
"7,962.00",8.96,-26.37,1.76,0.69,88.34,706
"7,982.00",8.8,-26.37,1.76,0.86,90,706
"8,002.00",8.79,-26.37,1.76,0.79,91.14,735
